year,state,state_cd,latitude,longitude,plan_type,tot_clms,tot_opioid_clms,opioid_prscrbng_rate,opioid_prscrbng_rate_1y_chg,opioid_prscrbng_rate_5y_chg,la_tot_opioid_clms,la_opioid_prscrbng_rate,la_opioid_prscrbng_rate_1y_chg,la_opioid_prscrbng_rat_5y_chg
2015,Hawaii,15,21.307442,-157.857376,MC,2678676,179557,6.7,,,19977,11.13,,
2015,Idaho,16,43.617775,-116.199722,MC,0,0,,,,0,,,
2015,Illinois,17,39.798363,-89.654961,MC,13095506,806975,6.16,0.65,,32285,4,-0.7,
2015,Indiana,18,39.768623,-86.162643,MC,6188652,569681,9.21,9.06,,36965,6.49,6.49,
2015,Iowa,19,41.591087,-93.603729,MC,63436,12,0.02,,,0,0,,
2015,Kansas,20,39.048191,-95.677956,MC,3237921,205843,6.36,-1,,21377,10.39,0.31,
2015,Kentucky,21,38.186722,-84.875374,MC,10079497,421478,4.18,-1.1,,11748,2.79,-1.6,
2015,Louisiana,22,30.457069,-91.187393,MC,9452097,568566,6.02,-1.56,,18473,3.25,0.21,
2015,Maine,23,44.307167,-69.781693,MC,0,0,,,,0,,,
2015,Maryland,24,38.978764,-76.490936,MC,8828725,793820,8.99,-0.72,,90968,11.46,1.85,
2015,Massachusetts,25,42.358162,-71.063698,MC,8548801,466693,5.46,-0.82,,36887,7.9,-0.12,
2015,Michigan,26,42.733635,-84.555328,MC,16978050,1844208,10.86,-1.2,,112821,6.12,0.52,
2015,Minnesota,27,44.955097,-93.102211,MC,9040329,541814,5.99,-0.75,,43190,7.97,0.57,
2015,Mississippi,28,32.303848,-90.182106,MC,4062217,328498,8.09,-2.21,,12285,3.74,0.33,
2015,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2015,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2015,Nebraska,31,40.808075,-96.699654,MC,104782,3062,2.92,-0.5,,74,2.42,1.27,
2015,Nevada,32,39.163914,-119.766121,MC,3659113,318226,8.7,-1.21,,21930,6.89,1.36,
2015,New Hampshire,33,43.206898,-71.537994,MC,1651420,101798,6.16,-0.13,,12803,12.58,-2.08,
2015,New Jersey,34,40.220596,-74.769913,MC,17600783,856781,4.87,-0.19,,66244,7.73,0.24,
2015,New Mexico,35,35.68224,-105.939728,MC,5259596,358655,6.82,-0.95,,16739,4.67,-1.3,
2015,New York,36,42.652843,-73.757874,MC,55995678,1906744,3.41,-0.01,,161806,8.49,-0.15,
2015,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2015,North Dakota,38,46.82085,-100.783318,MC,362992,31599,8.71,-1.25,,2460,7.79,0.88,
2015,Ohio,39,39.961346,-82.999069,MC,34513107,2192998,6.35,-1.06,,103069,4.7,-0.06,
2015,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2015,Oregon,41,44.938461,-123.030403,MC,7521650,768204,10.21,-1.36,,59394,7.73,-0.25,
2015,Pennsylvania,42,40.264378,-76.883598,MC,27643279,1685982,6.1,-0.41,,145535,8.63,-0.1,
2015,Rhode Island,44,41.830914,-71.414963,MC,2970022,148481,5,-0.77,,9230,6.22,0.5,
2015,South Carolina,45,34.000343,-81.033211,MC,5435602,382225,7.03,-0.59,,23423,6.13,0.41,
2015,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2015,Tennessee,47,36.16581,-86.784241,MC,481387,0,0,0,,0,,,
2015,Texas,48,30.27467,-97.740349,MC,27648887,1147751,4.15,-0.77,,56727,4.94,0.77,
2015,Utah,49,40.777477,-111.888237,MC,1503011,150909,10.04,0.2,,16794,11.13,1.2,
2015,Vermont,50,44.262436,-72.580536,MC,0,0,,,,0,,,
2015,Virginia,51,37.538857,-77.43364,MC,8564951,527544,6.16,-0.79,,38171,7.24,0.08,
2015,Washington,53,47.035805,-122.905014,MC,12307521,962439,7.82,-0.9,,93679,9.73,0.39,
2015,West Virginia,54,38.336246,-81.612328,MC,3047123,155894,5.12,-0.74,,5148,3.3,0.89,
2015,Wisconsin,55,43.074684,-89.384445,MC,80544,5152,6.4,-1.37,,1346,26.13,1.18,
2015,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
2014,Alabama,1,32.377716,-86.300568,MC,0,0,,,,0,,,
2014,Alaska,2,58.301598,-134.420212,MC,0,0,,,,0,,,
2014,Arizona,4,33.448143,-112.096962,MC,12856234,1166092,9.07,0.03,,119620,10.26,-0.62,
2014,Arkansas,5,34.746613,-92.288986,MC,0,0,,,,0,,,
2014,California,6,38.576668,-121.493629,MC,37837766,2538348,6.71,-0.06,,130742,5.15,-0.68,
2014,Colorado,8,39.739227,-104.984856,MC,0,0,,,,0,,,
2014,Connecticut,9,41.764046,-72.682198,MC,0,0,,,,0,,,
2014,Delaware,10,39.157307,-75.519722,MC,167317,0,0,0,,0,,,
2014,District of Columbia,11,38.89511,-77.03637,MC,1361201,65334,4.8,-0.36,,1505,2.3,-0.04,
2014,Florida,12,30.438118,-84.281296,MC,17277046,1033956,5.98,-0.45,,91801,8.88,0.22,
2014,Georgia,13,33.749027,-84.388229,MC,8296690,485768,5.86,-0.15,,9819,2.02,0.2,
2014,Hawaii,15,21.307442,-157.857376,MC,2327983,,,,,,,,
2014,Idaho,16,43.617775,-116.199722,MC,0,0,,,,0,,,
2014,Illinois,17,39.798363,-89.654961,MC,5315003,292728,5.51,0.64,,13768,4.7,-2.9,
2014,Indiana,18,39.768623,-86.162643,MC,194859,283,0.15,,,0,0,,
2014,Iowa,19,41.591087,-93.603729,MC,57279,,,,,,,,
2014,Kansas,20,39.048191,-95.677956,MC,5903930,434779,7.36,-0.12,,43847,10.08,1.88,
2014,Kentucky,21,38.186722,-84.875374,MC,7920606,418425,5.28,-0.48,,18377,4.39,0.57,
2014,Louisiana,22,30.457069,-91.187393,MC,4543499,344308,7.58,-0.38,,10467,3.04,0.02,
2014,Maine,23,44.307167,-69.781693,MC,0,0,,,,0,,,
2014,Maryland,24,38.978764,-76.490936,MC,8773357,851851,9.71,-0.36,,81902,9.61,0.45,
2014,Massachusetts,25,42.358162,-71.063698,MC,7577251,475813,6.28,-0.64,,38178,8.02,-0.78,
2014,Michigan,26,42.733635,-84.555328,MC,14307335,1724756,12.06,0.15,,96511,5.6,-0.12,
2014,Minnesota,27,44.955097,-93.102211,MC,9011935,607717,6.74,-0.52,,44942,7.4,0.09,
2014,Mississippi,28,32.303848,-90.182106,MC,2894313,298150,10.3,-0.35,,10165,3.41,0.03,
2014,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2014,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2014,Nebraska,31,40.808075,-96.699654,MC,123952,4243,3.42,-1.12,,49,1.15,-1.02,
2014,Nevada,32,39.163914,-119.766121,MC,2353866,233371,9.91,0.03,,12901,5.53,0.19,
2014,New Hampshire,33,43.206898,-71.537994,MC,1283487,80751,6.29,-0.08,,11838,14.66,-2.27,
2014,New Jersey,34,40.220596,-74.769913,MC,13861547,700789,5.06,0.42,,52477,7.49,-0.28,
2014,New Mexico,35,35.68224,-105.939728,MC,4550549,353356,7.77,0.12,,21101,5.97,-1.6,
2014,New York,36,42.652843,-73.757874,MC,52998928,1811227,3.42,-0.37,,156493,8.64,0.49,
2014,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2014,North Dakota,38,46.82085,-100.783318,MC,189810,18901,9.96,,,1306,6.91,,
2014,Ohio,39,39.961346,-82.999069,MC,24348704,1803173,7.41,-0.82,,85852,4.76,-0.53,
2014,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2014,Oregon,41,44.938461,-123.030403,MC,6066959,701935,11.57,-0.56,,56024,7.98,-1.83,
2014,Pennsylvania,42,40.264378,-76.883598,MC,22576184,1470404,6.51,-0.34,,128388,8.73,0.13,
2014,Rhode Island,44,41.830914,-71.414963,MC,2513773,145144,5.77,0.08,,8300,5.72,-1.2,
2014,South Carolina,45,34.000343,-81.033211,MC,5570236,424208,7.62,0.27,,24283,5.72,0.38,
2014,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2014,Tennessee,47,36.16581,-86.784241,MC,455910,0,0,0,,0,,,
2014,Texas,48,30.27467,-97.740349,MC,26765115,1315768,4.92,-0.58,,54929,4.17,0.18,
2014,Utah,49,40.777477,-111.888237,MC,1537614,151255,9.84,0.55,,15025,9.93,1.34,
2014,Vermont,50,44.262436,-72.580536,MC,0,0,,,,0,,,
2014,Virginia,51,37.538857,-77.43364,MC,8202663,570416,6.95,-0.63,,40841,7.16,0.67,
2014,Washington,53,47.035805,-122.905014,MC,10337070,901819,8.72,-0.59,,84213,9.34,-1.25,
2014,West Virginia,54,38.336246,-81.612328,MC,1869393,109610,5.86,-0.81,,2639,2.41,-0.1,
2014,Wisconsin,55,43.074684,-89.384445,MC,70605,5484,7.77,-0.61,,1368,24.95,6.48,
2014,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
2013,Alabama,1,32.377716,-86.300568,MC,0,0,,,,0,,,
2013,Alaska,2,58.301598,-134.420212,MC,0,0,,,,0,,,
2013,Arizona,4,33.448143,-112.096962,MC,12350271,1116087,9.04,,,121444,10.88,,
2013,Arkansas,5,34.746613,-92.288986,MC,0,0,,,,0,,,
2013,California,6,38.576668,-121.493629,MC,27916412,1890630,6.77,,,110311,5.83,,
2013,Colorado,8,39.739227,-104.984856,MC,0,0,,,,0,,,
2013,Connecticut,9,41.764046,-72.682198,MC,0,0,,,,0,,,
2013,Delaware,10,39.157307,-75.519722,MC,137972,0,0,,,0,,,
2013,District of Columbia,11,38.89511,-77.03637,MC,1220100,63002,5.16,,,1476,2.34,,
2013,Florida,12,30.438118,-84.281296,MC,10549254,677842,6.43,,,58691,8.66,,
2013,Georgia,13,33.749027,-84.388229,MC,7968338,478782,6.01,,,8725,1.82,,
2013,Hawaii,15,21.307442,-157.857376,MC,2077510,164492,7.92,,,17687,10.75,,
2013,Idaho,16,43.617775,-116.199722,MC,0,0,,,,0,,,
2013,Illinois,17,39.798363,-89.654961,MC,1890029,92015,4.87,,,6992,7.6,,
2013,Indiana,18,39.768623,-86.162643,MC,227435,,,,,,,,
2013,Iowa,19,41.591087,-93.603729,MC,16414,,,,,,,,
2013,Kansas,20,39.048191,-95.677956,MC,1012756,75740,7.48,,,6213,8.2,,
2013,Kentucky,21,38.186722,-84.875374,MC,4085864,235274,5.76,,,8997,3.82,,
2013,Louisiana,22,30.457069,-91.187393,MC,4950417,394245,7.96,,,11910,3.02,,
2013,Maine,23,44.307167,-69.781693,MC,0,0,,,,0,,,
2013,Maryland,24,38.978764,-76.490936,MC,7014694,706165,10.07,,,64653,9.16,,
2013,Massachusetts,25,42.358162,-71.063698,MC,6224858,430458,6.92,,,37870,8.8,,
2013,Michigan,26,42.733635,-84.555328,MC,11798557,1404755,11.91,,,80308,5.72,,
2013,Minnesota,27,44.955097,-93.102211,MC,7384644,535884,7.26,,,39166,7.31,,
2013,Mississippi,28,32.303848,-90.182106,MC,2680174,285523,10.65,,,9643,3.38,,
2013,Missouri,29,38.579201,-92.172935,MC,0,0,,,,0,,,
2013,Montana,30,46.585709,-112.018417,MC,0,0,,,,0,,,
2013,Nebraska,31,40.808075,-96.699654,MC,157047,7130,4.54,,,155,2.17,,
2013,Nevada,32,39.163914,-119.766121,MC,928841,91795,9.88,,,4903,5.34,,
2013,New Hampshire,33,43.206898,-71.537994,MC,95204,6062,6.37,,,1026,16.93,,
2013,New Jersey,34,40.220596,-74.769913,MC,10254062,475427,4.64,,,36948,7.77,,
2013,New Mexico,35,35.68224,-105.939728,MC,3466565,265349,7.65,,,20076,7.57,,
2013,New York,36,42.652843,-73.757874,MC,49479892,1874858,3.79,,,152747,8.15,,
2013,North Carolina,37,35.78043,-78.639099,MC,0,0,,,,0,,,
2013,North Dakota,38,46.82085,-100.783318,MC,0,0,,,,0,,,
2013,Ohio,39,39.961346,-82.999069,MC,20151825,1658000,8.23,,,87766,5.29,,
2013,Oklahoma,40,35.492207,-97.503342,MC,0,0,,,,0,,,
2013,Oregon,41,44.938461,-123.030403,MC,4364809,529490,12.13,,,51930,9.81,,
2013,Pennsylvania,42,40.264378,-76.883598,MC,21028546,1439952,6.85,,,123834,8.6,,
2013,Rhode Island,44,41.830914,-71.414963,MC,1668159,94990,5.69,,,6572,6.92,,
2013,South Carolina,45,34.000343,-81.033211,MC,4020795,295410,7.35,,,15782,5.34,,
2013,South Dakota,46,44.367031,-100.346405,MC,0,0,,,,0,,,
2013,Tennessee,47,36.16581,-86.784241,MC,506018,0,0,,,0,,,
2013,Texas,48,30.27467,-97.740349,MC,25107627,1380641,5.5,,,55063,3.99,,
2013,Utah,49,40.777477,-111.888237,MC,1636209,152076,9.29,,,13058,8.59,,
2013,Vermont,50,44.262436,-72.580536,MC,0,0,,,,0,,,
2013,Virginia,51,37.538857,-77.43364,MC,8111885,615056,7.58,,,39897,6.49,,
2013,Washington,53,47.035805,-122.905014,MC,4637269,431779,9.31,,,45745,10.59,,
2013,West Virginia,54,38.336246,-81.612328,MC,1072942,71539,6.67,,,1798,2.51,,
2013,Wisconsin,55,43.074684,-89.384445,MC,28041,2350,8.38,,,434,18.47,,
2013,Wyoming,56,41.140259,-104.820236,MC,0,0,,,,0,,,
